attack_type,blend_ratio,description,jitter_pct,latency_ms,noise_pct,passed,score,source_idx,targeted_feats
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,1.421,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.998,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.851,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.853,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.822,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.829,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.813,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.813,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.827,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.829,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,1.375,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,1.113,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.654,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.624,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.601,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.603,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.595,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.567,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.561,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.57,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.557,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.555,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.661,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.804,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.578,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.564,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.569,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.565,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.564,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.566,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.563,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.555,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.551,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.563,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.558,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.557,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,1.111,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.645,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.688,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,1.492,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,2.844,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,1.326,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.911,,True,1.0,0,
