attack_type,blend_ratio,description,jitter_pct,latency_ms,noise_pct,passed,score,source_idx,targeted_feats
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,1.022,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.66,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.588,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.584,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.567,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.575,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.56,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.555,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.558,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.696,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,1.241,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.664,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.633,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.579,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.555,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.553,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.559,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.557,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.552,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.557,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.554,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.552,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.706,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.718,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.57,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.566,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.565,,True,1.0,2,
