attack_type,blend_ratio,description,jitter_pct,latency_ms,noise_pct,passed,score,source_idx,targeted_feats
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,1.039,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.697,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.599,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.589,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.567,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.578,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.578,,True,1.0,6,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.565,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.569,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.59,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.62,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.559,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.557,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.571,,True,1.0,6,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.569,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.563,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.576,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.563,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.799,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.594,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.571,,True,1.0,6,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.627,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.569,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.71,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,1.117,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.74,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.679,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.67,,True,1.0,6,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.669,,True,1.0,0,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.579,,True,1.0,1,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.563,,True,1.0,2,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.559,,True,1.0,3,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.582,,True,1.0,4,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.563,,True,1.0,5,
keystroke_replay,,Captured enrollment vector replayed verbatim,0.0,0.46,,True,1.0,6,
